"iso3","year","lgb_score"
CRI,2012-01-01 00:00:00.000,6.08695652173913
CRI,2013-01-01 00:00:00.000,6.08695652173913
CRI,2014-01-01 00:00:00.000,6.08695652173913
CRI,2015-01-01 00:00:00.000,6.521739130434782
CRI,2016-01-01 00:00:00.000,6.521739130434782
CRI,2017-01-01 00:00:00.000,6.521739130434782
CRI,2018-01-01 00:00:00.000,6.0
CRI,2019-01-01 00:00:00.000,6.8
CRI,2020-01-01 00:00:00.000,5.483870967741935
CRI,2021-01-01 00:00:00.000,7.096774193548387
CUB,2012-01-01 00:00:00.000,4.782608695652174
CUB,2013-01-01 00:00:00.000,4.782608695652174
CUB,2014-01-01 00:00:00.000,4.782608695652174
CUB,2015-01-01 00:00:00.000,4.3478260869565215
CUB,2016-01-01 00:00:00.000,4.782608695652174
CUB,2017-01-01 00:00:00.000,4.782608695652174
CUB,2018-01-01 00:00:00.000,6.4
CUB,2019-01-01 00:00:00.000,6.8
CUB,2020-01-01 00:00:00.000,5.483870967741935
CUB,2021-01-01 00:00:00.000,6.129032258064516
CYP,2012-01-01 00:00:00.000,5.652173913043478
CYP,2013-01-01 00:00:00.000,5.652173913043478
CYP,2014-01-01 00:00:00.000,5.652173913043478
CYP,2015-01-01 00:00:00.000,6.08695652173913
CYP,2016-01-01 00:00:00.000,6.521739130434782
CYP,2017-01-01 00:00:00.000,6.521739130434782
CYP,2018-01-01 00:00:00.000,6.4
CYP,2019-01-01 00:00:00.000,6.4
CYP,2020-01-01 00:00:00.000,5.483870967741935
CYP,2021-01-01 00:00:00.000,4.838709677419355
CZE,2012-01-01 00:00:00.000,7.391304347826086
CZE,2013-01-01 00:00:00.000,7.391304347826086
CZE,2014-01-01 00:00:00.000,7.391304347826086
CZE,2015-01-01 00:00:00.000,7.826086956521738
CZE,2016-01-01 00:00:00.000,7.826086956521738
CZE,2017-01-01 00:00:00.000,8.26086956521739
CZE,2018-01-01 00:00:00.000,8.0
CZE,2019-01-01 00:00:00.000,8.0
CZE,2020-01-01 00:00:00.000,6.774193548387097
CZE,2021-01-01 00:00:00.000,6.451612903225807
DEU,2012-01-01 00:00:00.000,8.26086956521739
DEU,2013-01-01 00:00:00.000,8.26086956521739
DEU,2014-01-01 00:00:00.000,8.26086956521739
DEU,2015-01-01 00:00:00.000,8.695652173913043
DEU,2016-01-01 00:00:00.000,8.695652173913043
DEU,2017-01-01 00:00:00.000,8.695652173913043
DEU,2018-01-01 00:00:00.000,9.6
DEU,2019-01-01 00:00:00.000,8.8
DEU,2020-01-01 00:00:00.000,8.709677419354838
DEU,2021-01-01 00:00:00.000,8.70967741935484
DJI,2012-01-01 00:00:00.000,3.478260869565217
DJI,2013-01-01 00:00:00.000,3.478260869565217
DJI,2014-01-01 00:00:00.000,3.478260869565217
DJI,2015-01-01 00:00:00.000,3.478260869565217
DJI,2016-01-01 00:00:00.000,3.478260869565217
DJI,2017-01-01 00:00:00.000,3.478260869565217
DJI,2018-01-01 00:00:00.000,3.1999999999999997
DJI,2019-01-01 00:00:00.000,3.1999999999999997
DJI,2020-01-01 00:00:00.000,3.225806451612903
DJI,2021-01-01 00:00:00.000,2.903225806451613
DMA,2012-01-01 00:00:00.000,3.043478260869565
DMA,2013-01-01 00:00:00.000,3.043478260869565
DMA,2014-01-01 00:00:00.000,3.043478260869565
DMA,2015-01-01 00:00:00.000,3.043478260869565
DMA,2016-01-01 00:00:00.000,3.043478260869565
DMA,2017-01-01 00:00:00.000,3.043478260869565
DMA,2018-01-01 00:00:00.000,2.8
DMA,2019-01-01 00:00:00.000,2.8
DMA,2020-01-01 00:00:00.000,2.258064516129032
DMA,2021-01-01 00:00:00.000,2.2580645161290325
DNK,2012-01-01 00:00:00.000,8.695652173913043
DNK,2013-01-01 00:00:00.000,9.130434782608695
DNK,2014-01-01 00:00:00.000,9.130434782608695
DNK,2015-01-01 00:00:00.000,9.565217391304348
DNK,2016-01-01 00:00:00.000,9.565217391304348
DNK,2017-01-01 00:00:00.000,9.565217391304348
DNK,2018-01-01 00:00:00.000,9.6
DNK,2019-01-01 00:00:00.000,9.6
DNK,2020-01-01 00:00:00.000,8.709677419354838
DNK,2021-01-01 00:00:00.000,9.032258064516128
DOM,2012-01-01 00:00:00.000,5.217391304347825
DOM,2013-01-01 00:00:00.000,5.217391304347825
DOM,2014-01-01 00:00:00.000,5.217391304347825
DOM,2015-01-01 00:00:00.000,3.913043478260869
DOM,2016-01-01 00:00:00.000,3.913043478260869
DOM,2017-01-01 00:00:00.000,3.043478260869565
DOM,2018-01-01 00:00:00.000,3.1999999999999997
DOM,2019-01-01 00:00:00.000,3.1999999999999997
DOM,2020-01-01 00:00:00.000,2.903225806451613
DOM,2021-01-01 00:00:00.000,2.2580645161290325
DZA,2015-01-01 00:00:00.000,2.1739130434782603
DZA,2020-01-01 00:00:00.000,3.225806451612903
DZA,2021-01-01 00:00:00.000,2.903225806451613
ECU,2012-01-01 00:00:00.000,5.217391304347825
ECU,2013-01-01 00:00:00.000,5.217391304347825
ECU,2014-01-01 00:00:00.000,5.217391304347825
ECU,2015-01-01 00:00:00.000,6.956521739130435
ECU,2016-01-01 00:00:00.000,6.956521739130435
ECU,2017-01-01 00:00:00.000,6.956521739130435
ECU,2018-01-01 00:00:00.000,7.2
ECU,2019-01-01 00:00:00.000,7.2
ECU,2020-01-01 00:00:00.000,6.451612903225806
ECU,2021-01-01 00:00:00.000,7.096774193548387
EGY,2012-01-01 00:00:00.000,2.1739130434782603
EGY,2013-01-01 00:00:00.000,2.1739130434782603
EGY,2014-01-01 00:00:00.000,2.1739130434782603
EGY,2015-01-01 00:00:00.000,3.478260869565217
EGY,2016-01-01 00:00:00.000,3.043478260869565
EGY,2017-01-01 00:00:00.000,3.043478260869565
EGY,2018-01-01 00:00:00.000,2.4
EGY,2019-01-01 00:00:00.000,2.4
EGY,2020-01-01 00:00:00.000,1.935483870967742
EGY,2021-01-01 00:00:00.000,1.612903225806452
ERI,2012-01-01 00:00:00.000,3.478260869565217
ERI,2013-01-01 00:00:00.000,3.478260869565217
ERI,2014-01-01 00:00:00.000,3.478260869565217
ERI,2015-01-01 00:00:00.000,3.478260869565217
ERI,2016-01-01 00:00:00.000,3.478260869565217
ERI,2017-01-01 00:00:00.000,3.478260869565217
ERI,2018-01-01 00:00:00.000,2.8
ERI,2019-01-01 00:00:00.000,2.8
ERI,2020-01-01 00:00:00.000,1.935483870967742
ERI,2021-01-01 00:00:00.000,1.935483870967742
ESP,2012-01-01 00:00:00.000,8.695652173913043
ESP,2013-01-01 00:00:00.000,8.695652173913043
ESP,2014-01-01 00:00:00.000,8.695652173913043
