,iso3,year,soc_score
1305,NPL,2017-01-01,7.0104438642297655
1306,NPL,2018-01-01,6.981627296587926
1307,NPL,2019-01-01,6.643059490084987
1308,NPL,2020-01-01,6.6290550070521865
1309,NPL,2021-01-01,6.77124183006536
1310,NRU,2012-01-01,2.646239554317548
1311,NRU,2013-01-01,2.9133858267716537
1312,NRU,2014-01-01,2.9829172141918527
1313,NRU,2015-01-01,2.825229960578187
1314,NRU,2016-01-01,2.8682170542635665
1315,NRU,2017-01-01,3.1984334203655362
1316,NRU,2018-01-01,2.9790026246719163
1317,NRU,2019-01-01,1.7705382436260626
1318,NRU,2020-01-01,1.6784203102961923
1319,NRU,2021-01-01,2.5228758169934635
1320,NZL,2012-01-01,8.53760445682451
1321,NZL,2013-01-01,8.51706036745407
1322,NZL,2014-01-01,8.541392904073588
1323,NZL,2015-01-01,8.528252299605782
1324,NZL,2016-01-01,8.643410852713181
1325,NZL,2017-01-01,8.668407310704962
1326,NZL,2018-01-01,8.713910761154857
1327,NZL,2019-01-01,8.682719546742211
1328,NZL,2020-01-01,8.702397743300423
1329,NZL,2021-01-01,8.758169934640524
1330,OMN,2012-01-01,7.813370473537603
1331,OMN,2013-01-01,7.716535433070867
1332,OMN,2014-01-01,7.83180026281209
1333,OMN,2015-01-01,7.858081471747701
1334,OMN,2016-01-01,7.9844961240310095
1335,OMN,2017-01-01,8.133159268929504
1336,OMN,2018-01-01,8.188976377952756
1337,OMN,2019-01-01,7.932011331444761
1338,OMN,2020-01-01,7.8702397743300425
1339,OMN,2021-01-01,8.052287581699346
1340,PAK,2012-01-01,4.972144846796656
1341,PAK,2013-01-01,4.960629921259843
1342,PAK,2014-01-01,5.0722733245729295
1343,PAK,2015-01-01,5.085413929040736
1344,PAK,2016-01-01,5.271317829457366
1345,PAK,2017-01-01,5.169712793733682
1346,PAK,2018-01-01,5.078740157480315
1347,PAK,2019-01-01,4.702549575070822
1348,PAK,2020-01-01,4.724964739069111
1349,PAK,2021-01-01,5.0588235294117645
1350,PAN,2012-01-01,7.339832869080778
1351,PAN,2013-01-01,7.191601049868767
1352,PAN,2014-01-01,7.2667542706964525
1353,PAN,2015-01-01,7.227332457293036
1354,PAN,2016-01-01,7.260981912144704
1355,PAN,2017-01-01,7.362924281984334
1356,PAN,2018-01-01,7.493438320209974
1357,PAN,2019-01-01,7.521246458923516
1358,PAN,2020-01-01,7.489421720733428
1359,PAN,2021-01-01,7.215686274509803
1360,PER,2012-01-01,7.646239554317548
1361,PER,2013-01-01,7.716535433070867
1362,PER,2014-01-01,7.897503285151117
1363,PER,2015-01-01,8.02890932982917
1364,PER,2016-01-01,8.074935400516798
1365,PER,2017-01-01,8.14621409921671
1366,PER,2018-01-01,8.11023622047244
1367,PER,2019-01-01,8.04532577903683
1368,PER,2020-01-01,7.968970380818054
1369,PER,2021-01-01,8.209150326797383
1370,PHL,2012-01-01,7.005571030640668
1371,PHL,2013-01-01,7.047244094488189
1372,PHL,2014-01-01,7.095926412614981
1373,PHL,2015-01-01,7.082785808147175
1374,PHL,2016-01-01,7.338501291989665
1375,PHL,2017-01-01,7.375979112271542
1376,PHL,2018-01-01,7.296587926509187
1377,PHL,2019-01-01,7.209631728045329
1378,PHL,2020-01-01,6.939351198871651
1379,PHL,2021-01-01,7.254901960784313
1380,PLW,2012-01-01,2.075208913649025
1381,PLW,2013-01-01,2.165354330708662
1382,PLW,2014-01-01,2.299605781865966
1383,PLW,2015-01-01,2.2601839684625498
1384,PLW,2016-01-01,2.3901808785529726
1385,PLW,2017-01-01,2.4151436031331595
1386,PLW,2018-01-01,2.532808398950131
1387,PLW,2019-01-01,1.7705382436260626
1388,PLW,2020-01-01,1.734837799717913
1389,PLW,2021-01-01,2.5751633986928106
1390,PNG,2012-01-01,4.136490250696378
1391,PNG,2013-01-01,4.2650918635170605
1392,PNG,2014-01-01,4.3626806833114316
1393,PNG,2015-01-01,4.3889618922470435
1394,PNG,2016-01-01,4.638242894056848
1395,PNG,2017-01-01,4.765013054830288
1396,PNG,2018-01-01,4.698162729658793
1397,PNG,2019-01-01,4.376770538243628
1398,PNG,2020-01-01,4.372355430183356
1399,PNG,2021-01-01,4.836601307189543
1400,POL,2012-01-01,7.409470752089135
1401,POL,2013-01-01,7.322834645669291
1402,POL,2014-01-01,7.490144546649146
1403,POL,2015-01-01,7.555847568988174
1404,POL,2016-01-01,7.7390180878553
1405,POL,2017-01-01,7.845953002610967
1406,POL,2018-01-01,8.00524934383202
1407,POL,2019-01-01,7.9603399433427775
1408,POL,2020-01-01,7.79971791255289
1409,POL,2021-01-01,7.973856209150327
1410,PRK,2012-01-01,4.526462395543175
1411,PRK,2013-01-01,4.475065616797901
1412,PRK,2014-01-01,4.625492772667542
1413,PRK,2015-01-01,4.651773981603154
1414,PRK,2016-01-01,4.75452196382429
1415,PRK,2017-01-01,4.89556135770235
1416,PRK,2018-01-01,5.0524934383202105
1417,PRK,2019-01-01,4.773371104815865
1418,PRK,2020-01-01,4.809590973201693
1419,PRK,2021-01-01,5.254901960784315
1420,PRT,2012-01-01,7.144846796657381
1421,PRT,2013-01-01,6.994750656167978
1422,PRT,2014-01-01,7.174770039421814
1423,PRT,2015-01-01,7.279894875164258
1424,PRT,2016-01-01,7.4806201550387605
1425,PRT,2017-01-01,7.780678851174935
1426,PRT,2018-01-01,8.00524934383202
1427,PRT,2019-01-01,8.24362606232295
1428,PRT,2020-01-01,8.166431593794076
1429,PRT,2021-01-01,8.091503267973856
1430,PRY,2012-01-01,7.116991643454037
1431,PRY,2013-01-01,7.0078740157480315
1432,PRY,2014-01-01,7.056504599211564
1433,PRY,2015-01-01,7.253613666228647
1434,PRY,2016-01-01,7.183462532299744
1435,PRY,2017-01-01,7.245430809399478
1436,PRY,2018-01-01,7.204724409448819
1437,PRY,2019-01-01,7.252124645892353
1438,PRY,2020-01-01,7.094499294781383
1439,PRY,2021-01-01,7.032679738562091
1440,QAT,2012-01-01,8.50974930362117
1441,QAT,2013-01-01,8.51706036745407
1442,QAT,2014-01-01,8.528252299605784
1443,QAT,2015-01-01,8.370565045992118
1444,QAT,2016-01-01,8.307493540051683
1445,QAT,2017-01-01,8.224543080939949
1446,QAT,2018-01-01,8.333333333333332
1447,QAT,2019-01-01,7.988668555240794
1448,QAT,2020-01-01,7.983074753173484
1449,QAT,2021-01-01,8.366013071895425
1450,ROU,2012-01-01,7.200557103064066
1451,ROU,2013-01-01,7.112860892388452
1452,ROU,2014-01-01,7.187910643889619
1453,ROU,2015-01-01,7.109067017082786
1454,ROU,2016-01-01,7.286821705426357
1455,ROU,2017-01-01,7.480417754569192
1456,ROU,2018-01-01,7.664041994750655
1457,ROU,2019-01-01,7.6203966005665755
1458,ROU,2020-01-01,7.461212976022568
1459,ROU,2021-01-01,7.5294117647058805
1460,RUS,2012-01-01,7.214484679665738
1461,RUS,2013-01-01,7.125984251968504
1462,RUS,2014-01-01,7.2404730617608415
1463,RUS,2015-01-01,6.990801576872537
1464,RUS,2016-01-01,7.222222222222223
1465,RUS,2017-01-01,7.558746736292429
1466,RUS,2018-01-01,7.716535433070866
1467,RUS,2019-01-01,7.733711048158643
1468,RUS,2020-01-01,7.545839210155148
1469,RUS,2021-01-01,7.633986928104575
1470,RWA,2012-01-01,4.37325905292479
1471,RWA,2013-01-01,4.6587926509186355
1472,RWA,2014-01-01,4.546649145860711
1473,RWA,2015-01-01,4.5203679369250995
1474,RWA,2016-01-01,4.780361757105944
1475,RWA,2017-01-01,4.804177545691907
1476,RWA,2018-01-01,4.89501312335958
1477,RWA,2019-01-01,4.433427762039662
1478,RWA,2020-01-01,4.59802538787024
1479,RWA,2021-01-01,5.137254901960784
1480,SAU,2012-01-01,6.768802228412255
1481,SAU,2013-01-01,6.482939632545932
1482,SAU,2014-01-01,6.544021024967149
1483,SAU,2015-01-01,6.491458607095927
1484,SAU,2016-01-01,6.498708010335919
1485,SAU,2017-01-01,6.540469973890341
1486,SAU,2018-01-01,6.653543307086614
1487,SAU,2019-01-01,6.742209631728047
1488,SAU,2020-01-01,6.713681241184767
1489,SAU,2021-01-01,6.692810457516339
1490,SDN,2012-01-01,2.855153203342618
1491,SDN,2013-01-01,3.0183727034120738
1492,SDN,2014-01-01,3.009198423127463
1493,SDN,2015-01-01,3.035479632063076
1494,SDN,2016-01-01,3.1007751937984507
1495,SDN,2017-01-01,3.1462140992167105
1496,SDN,2018-01-01,3.1758530183727034
1497,SDN,2019-01-01,3.9376770538243635
1498,SDN,2020-01-01,4.104372355430184
1499,SDN,2021-01-01,3.385620915032679
1500,SEN,2012-01-01,5.055710306406684
1501,SEN,2013-01-01,5.892388451443569
1502,SEN,2014-01-01,5.978975032851512
1503,SEN,2015-01-01,5.992115637319317
1504,SEN,2016-01-01,6.162790697674421
1505,SEN,2017-01-01,6.096605744125327
1506,SEN,2018-01-01,6.3254593175853016
1507,SEN,2019-01-01,5.892351274787536
1508,SEN,2020-01-01,6.205923836389281
1509,SEN,2021-01-01,6.405228758169935
1510,SGP,2012-01-01,10.0
1511,SGP,2013-01-01,10.0
1512,SGP,2014-01-01,10.0
1513,SGP,2015-01-01,10.0
1514,SGP,2016-01-01,10.000000000000002
1515,SGP,2017-01-01,10.0
1516,SGP,2018-01-01,10.0
1517,SGP,2019-01-01,10.000000000000002
1518,SGP,2020-01-01,10.0
1519,SGP,2021-01-01,10.0
1520,SLB,2012-01-01,6.6295264623955426
1521,SLB,2013-01-01,7.467191601049869
1522,SLB,2014-01-01,7.503285151116952
1523,SLB,2015-01-01,7.490144546649146
1524,SLB,2016-01-01,7.648578811369511
1525,SLB,2017-01-01,7.741514360313317
1526,SLB,2018-01-01,7.769028871391076
1527,SLB,2019-01-01,7.436260623229465
1528,SLB,2020-01-01,7.503526093088859
1529,SLB,2021-01-01,7.8692810457516345
1530,SLE,2012-01-01,1.0306406685236764
1531,SLE,2013-01-01,1.3910761154855642
1532,SLE,2014-01-01,1.4586070959264128
1533,SLE,2015-01-01,1.2877792378449415
1534,SLE,2016-01-01,1.4470284237726103
1535,SLE,2017-01-01,2.180156657963447
1536,SLE,2018-01-01,3.254593175853018
1537,SLE,2019-01-01,2.832861189801701
1538,SLE,2020-01-01,2.9478138222849086
1539,SLE,2021-01-01,3.3333333333333326
1540,SLV,2012-01-01,7.35376044568245
1541,SLV,2013-01-01,7.36220472440945
1542,SLV,2014-01-01,7.398160315374508
1543,SLV,2015-01-01,7.437582128777924
1544,SLV,2016-01-01,7.428940568475454
1545,SLV,2017-01-01,7.428198433420366
1546,SLV,2018-01-01,7.506561679790026
1547,SLV,2019-01-01,7.337110481586404
1548,SLV,2020-01-01,7.447108603667137
1549,SLV,2021-01-01,7.8692810457516345
1550,SMR,2012-01-01,3.4122562674094707
1551,SMR,2013-01-01,3.6614173228346454
1552,SMR,2014-01-01,3.731931668856768
1553,SMR,2015-01-01,3.7056504599211566
1554,SMR,2016-01-01,3.8759689922480627
1555,SMR,2017-01-01,3.8511749347258495
1556,SMR,2018-01-01,4.00262467191601
1557,SMR,2019-01-01,3.328611898016998
1558,SMR,2020-01-01,3.314527503526093
1559,SMR,2021-01-01,4.03921568627451
1560,SOM,2012-01-01,0.0
1561,SOM,2013-01-01,0.0
1562,SOM,2014-01-01,0.0
1563,SOM,2015-01-01,0.0
1564,SOM,2016-01-01,0.0
1565,SOM,2017-01-01,0.06527415143603177
1566,SOM,2018-01-01,0.20997375328083967
1567,SOM,2019-01-01,0.9065155807365448
1568,SOM,2020-01-01,1.0860366713681247
1569,SOM,2021-01-01,0.5882352941176467
1570,SRB,2012-01-01,5.807799442896934
1571,SRB,2013-01-01,5.813648293963254
1572,SRB,2014-01-01,6.057818659658345
1573,SRB,2015-01-01,6.136662286465178
1574,SRB,2016-01-01,6.4082687338501305
1575,SRB,2017-01-01,6.6449086161879904
1576,SRB,2018-01-01,6.771653543307086
1577,SRB,2019-01-01,7.393767705382439
1578,SRB,2020-01-01,7.291960507757405
1579,SRB,2021-01-01,6.888888888888889
1580,SSD,2012-01-01,0.3621169916434539
1581,SSD,2013-01-01,0.4199475065616798
1582,SSD,2014-01-01,0.4599211563731931
1583,SSD,2015-01-01,0.2890932982917218
1584,SSD,2016-01-01,0.06459948320413433
1585,SSD,2017-01-01,0.0
1586,SSD,2018-01-01,0.0
1587,SSD,2019-01-01,0.0
1588,SSD,2020-01-01,0.0
1589,SSD,2021-01-01,0.0
1590,STP,2012-01-01,4.930362116991643
1591,STP,2013-01-01,5.695538057742782
1592,STP,2014-01-01,5.203679369250986
1593,STP,2015-01-01,5.045992115637319
1594,STP,2016-01-01,5.594315245478038
1595,STP,2017-01-01,5.966057441253264
1596,STP,2018-01-01,6.023622047244094
1597,STP,2019-01-01,6.5297450424929195
1598,STP,2020-01-01,6.558533145275036
1599,STP,2021-01-01,5.973856209150327
1600,SUR,2012-01-01,6.657381615598885
1601,SUR,2013-01-01,6.73228346456693
1602,SUR,2014-01-01,6.701708278580815
1603,SUR,2015-01-01,6.649145860709593
1604,SUR,2016-01-01,7.080103359173128
1605,SUR,2017-01-01,7.20626631853786
1606,SUR,2018-01-01,7.020997375328084
1607,SUR,2019-01-01,7.237960339943344
1608,SUR,2020-01-01,7.1650211565585336
1609,SUR,2021-01-01,6.61437908496732
1610,SVK,2012-01-01,6.838440111420612
1611,SVK,2013-01-01,6.706036745406825
1612,SVK,2014-01-01,6.846254927726676
1613,SVK,2015-01-01,6.95137976346912
1614,SVK,2016-01-01,7.118863049095609
1615,SVK,2017-01-01,7.323759791122717
1616,SVK,2018-01-01,7.545931758530183
1617,SVK,2019-01-01,7.7195467422096335
1618,SVK,2020-01-01,7.63046544428773
1619,SVK,2021-01-01,7.5816993464052285
1620,SVN,2012-01-01,7.841225626740947
1621,SVN,2013-01-01,7.388451443569554
1622,SVN,2014-01-01,7.634691195795007
1623,SVN,2015-01-01,7.59526938239159
1624,SVN,2016-01-01,7.790697674418606
1625,SVN,2017-01-01,7.989556135770236
1626,SVN,2018-01-01,8.26771653543307
1627,SVN,2019-01-01,8.328611898016998
1628,SVN,2020-01-01,8.222849083215799
1629,SVN,2021-01-01,8.287581699346404
1630,SWE,2012-01-01,8.328690807799441
1631,SWE,2013-01-01,8.280839895013123
1632,SWE,2014-01-01,8.3311432325887
1633,SWE,2015-01-01,8.344283837056505
1634,SWE,2016-01-01,8.449612403100776
1635,SWE,2017-01-01,8.511749347258487
1636,SWE,2018-01-01,8.58267716535433
1637,SWE,2019-01-01,8.781869688385271
1638,SWE,2020-01-01,8.716502115655853
1639,SWE,2021-01-01,8.444444444444445
1640,SWZ,2012-01-01,2.506963788300835
1641,SWZ,2013-01-01,3.136482939632546
1642,SWZ,2014-01-01,3.3639947437582127
1643,SWZ,2015-01-01,3.534822601839685
1644,SWZ,2016-01-01,3.68217054263566
1645,SWZ,2017-01-01,3.91644908616188
1646,SWZ,2018-01-01,3.9895013123359577
1647,SWZ,2019-01-01,5.3399433427762055
1648,SWZ,2020-01-01,5.641748942172074
1649,SWZ,2021-01-01,4.392156862745098
1650,SYC,2012-01-01,4.735376044568244
1651,SYC,2013-01-01,4.89501312335958
1652,SYC,2014-01-01,5.216819973718792
1653,SYC,2015-01-01,5.295663600525625
1654,SYC,2016-01-01,5.29715762273902
1655,SYC,2017-01-01,5.130548302872063
1656,SYC,2018-01-01,5.183727034120735
1657,SYC,2019-01-01,4.589235127478755
1658,SYC,2020-01-01,4.65444287729196
1659,SYC,2021-01-01,5.38562091503268
1660,SYR,2012-01-01,5.417827298050138
1661,SYR,2013-01-01,4.934383202099738
1662,SYR,2014-01-01,4.901445466491458
1663,SYR,2015-01-01,4.914586070959264
1664,SYR,2016-01-01,4.935400516795867
1665,SYR,2017-01-01,5.339425587467364
1666,SYR,2018-01-01,5.393700787401575
1667,SYR,2019-01-01,5.76487252124646
1668,SYR,2020-01-01,5.825105782792666
1669,SYR,2021-01-01,5.633986928104575
1670,TCD,2012-01-01,0.9192200557103059
1671,TCD,2013-01-01,1.4435695538057747
1672,TCD,2014-01-01,1.1957950065703025
1673,TCD,2015-01-01,1.0906701708278583
1674,TCD,2016-01-01,1.5503875968992253
1675,TCD,2017-01-01,1.840731070496084
1676,TCD,2018-01-01,1.666666666666666
1677,TCD,2019-01-01,0.6657223796034
1678,TCD,2020-01-01,0.493653032440057
1679,TCD,2021-01-01,1.581699346405229
1680,TGO,2012-01-01,3.969359331476322
1681,TGO,2013-01-01,4.1732283464566935
1682,TGO,2014-01-01,4.375821287779237
1683,TGO,2015-01-01,4.270696452036794
1684,TGO,2016-01-01,4.250645994832042
1685,TGO,2017-01-01,4.817232375979113
1686,TGO,2018-01-01,4.68503937007874
1687,TGO,2019-01-01,4.334277620396602
1688,TGO,2020-01-01,4.4005641748942175
1689,TGO,2021-01-01,4.784313725490195
1690,THA,2012-01-01,8.760445682451252
1691,THA,2013-01-01,8.700787401574804
1692,THA,2014-01-01,8.501971090670171
1693,THA,2015-01-01,8.501971090670171
1694,THA,2016-01-01,8.604651162790699
1695,THA,2017-01-01,8.472584856396868
1696,THA,2018-01-01,8.41207349081365
1697,THA,2019-01-01,8.201133144475921
1698,THA,2020-01-01,8.251057827926658
1699,THA,2021-01-01,8.535947712418299
1700,TJK,2012-01-01,6.573816155988856
1701,TJK,2013-01-01,6.679790026246719
1702,TJK,2014-01-01,6.741130091984232
1703,TJK,2015-01-01,6.754270696452037
1704,TJK,2016-01-01,6.937984496124033
1705,TJK,2017-01-01,7.036553524804178
1706,TJK,2018-01-01,6.850393700787401
1707,TJK,2019-01-01,7.18130311614731
1708,TJK,2020-01-01,7.136812411847672
1709,TJK,2021-01-01,7.215686274509803
1710,TKM,2012-01-01,7.24233983286908
1711,TKM,2013-01-01,7.375328083989501
1712,TKM,2014-01-01,7.358738501971091
1713,TKM,2015-01-01,7.345597897503286
1714,TKM,2016-01-01,7.36434108527132
1715,TKM,2017-01-01,7.323759791122717
1716,TKM,2018-01-01,7.283464566929134
1717,TKM,2019-01-01,7.110481586402269
1718,TKM,2020-01-01,7.094499294781383
1719,TKM,2021-01-01,7.202614379084967
1720,TLS,2012-01-01,4.596100278551531
1721,TLS,2013-01-01,4.63254593175853
1722,TLS,2014-01-01,4.835742444152432
1723,TLS,2015-01-01,5.098554533508541
1724,TLS,2016-01-01,5.271317829457366
1725,TLS,2017-01-01,5.45691906005222
1726,TLS,2018-01-01,5.656167979002626
1727,TLS,2019-01-01,5.665722379603402
1728,TLS,2020-01-01,5.825105782792666
1729,TLS,2021-01-01,6.0130718954248366
1730,TON,2012-01-01,7.200557103064066
1731,TON,2013-01-01,7.139107611548557
1732,TON,2014-01-01,7.174770039421814
1733,TON,2015-01-01,7.2141918528252305
1734,TON,2016-01-01,7.183462532299744
1735,TON,2017-01-01,7.193211488250654
1736,TON,2018-01-01,7.244094488188977
1737,TON,2019-01-01,7.167138810198303
1738,TON,2020-01-01,7.489421720733428
1739,TON,2021-01-01,7.4117647058823515
1740,TTO,2012-01-01,7.493036211699163
1741,TTO,2013-01-01,7.637795275590552
1742,TTO,2014-01-01,7.608409986859396
1743,TTO,2015-01-01,7.148488830486203
1744,TTO,2016-01-01,7.286821705426357
1745,TTO,2017-01-01,7.245430809399478
1746,TTO,2018-01-01,7.309711286089239
1747,TTO,2019-01-01,7.1954674220963195
1748,TTO,2020-01-01,7.066290550070522
1749,TTO,2021-01-01,7.163398692810457
1750,TUN,2012-01-01,7.116991643454037
1751,TUN,2013-01-01,7.414698162729659
1752,TUN,2014-01-01,7.503285151116952
1753,TUN,2015-01-01,7.516425755584757
1754,TUN,2016-01-01,7.4806201550387605
1755,TUN,2017-01-01,7.4934725848563986
1756,TUN,2018-01-01,7.454068241469817
1757,TUN,2019-01-01,8.271954674220966
1758,TUN,2020-01-01,8.37799717912553
1759,TUN,2021-01-01,7.568627450980392
1760,TUR,2012-01-01,7.367688022284122
1761,TUR,2013-01-01,7.270341207349082
1762,TUR,2014-01-01,7.201051248357425
1763,TUR,2015-01-01,7.148488830486203
1764,TUR,2016-01-01,7.157622739018089
1765,TUR,2017-01-01,7.20626631853786
1766,TUR,2018-01-01,7.270341207349081
1767,TUR,2019-01-01,7.705382436260626
1768,TUR,2020-01-01,7.81382228490832
1769,TUR,2021-01-01,7.281045751633986
1770,TUV,2012-01-01,1.9359331476323112
1771,TUV,2013-01-01,1.9947506561679793
1772,TUV,2014-01-01,2.1156373193166886
1773,TUV,2015-01-01,2.1024967148488836
1774,TUV,2016-01-01,2.196382428940569
1775,TUV,2017-01-01,2.2715404699738913
1776,TUV,2018-01-01,2.3884514435695534
1777,TUV,2019-01-01,1.6288951841359776
1778,TUV,2020-01-01,1.607898448519041
1779,TUV,2021-01-01,2.4575163398692808
1780,TZA,2012-01-01,3.649025069637883
1781,TZA,2013-01-01,4.002624671916011
1782,TZA,2014-01-01,4.323258869908015
1783,TZA,2015-01-01,4.638633377135348
1784,TZA,2016-01-01,5.142118863049097
1785,TZA,2017-01-01,5.339425587467364
1786,TZA,2018-01-01,5.026246719160105
1787,TZA,2019-01-01,4.603399433427764
1788,TZA,2020-01-01,4.66854724964739
1789,TZA,2021-01-01,5.124183006535947
1790,UGA,2012-01-01,3.1754874651810585
1791,UGA,2013-01-01,3.3989501312335966
1792,UGA,2014-01-01,3.6399474375821286
1793,UGA,2015-01-01,3.7582128777923787
1794,UGA,2016-01-01,3.979328165374678
1795,UGA,2017-01-01,4.255874673629243
1796,UGA,2018-01-01,4.42257217847769
1797,UGA,2019-01-01,3.895184135977339
1798,UGA,2020-01-01,3.9069111424541605
1799,UGA,2021-01-01,4.392156862745098
1800,UKR,2012-01-01,7.270194986072422
1801,UKR,2013-01-01,7.283464566929135
1802,UKR,2014-01-01,7.017082785808148
1803,UKR,2015-01-01,7.003942181340342
1804,UKR,2016-01-01,6.925064599483205
1805,UKR,2017-01-01,6.997389033942561
1806,UKR,2018-01-01,7.060367454068241
1807,UKR,2019-01-01,7.37960339943343
1808,UKR,2020-01-01,7.55994358251058
1809,UKR,2021-01-01,7.372549019607844
1810,URY,2012-01-01,8.161559888579387
1811,URY,2013-01-01,8.162729658792651
1812,URY,2014-01-01,8.160315374507228
1813,URY,2015-01-01,7.989487516425756
1814,URY,2016-01-01,7.77777777777778
1815,URY,2017-01-01,7.819843342036554
1816,URY,2018-01-01,7.847769028871391
1817,URY,2019-01-01,8.116147308781873
1818,URY,2020-01-01,8.265162200282088
1819,URY,2021-01-01,7.830065359477123
1820,USA,2012-01-01,6.963788300835654
1821,USA,2013-01-01,6.706036745406825
1822,USA,2014-01-01,6.8856767411300925
1823,USA,2015-01-01,6.8856767411300925
1824,USA,2016-01-01,6.9121447028423795
1825,USA,2017-01-01,7.023498694516972
1826,USA,2018-01-01,7.204724409448819
1827,USA,2019-01-01,7.1246458923512765
1828,USA,2020-01-01,6.9111424541607915
1829,USA,2021-01-01,7.019607843137255
1830,UZB,2012-01-01,7.896935933147631
1831,UZB,2013-01-01,8.05774278215223
1832,UZB,2014-01-01,8.068331143232587
1833,UZB,2015-01-01,8.002628120893561
1834,UZB,2016-01-01,8.126614987080105
1835,UZB,2017-01-01,8.015665796344647
1836,UZB,2018-01-01,7.939632545931759
1837,UZB,2019-01-01,7.932011331444761
1838,UZB,2020-01-01,7.884344146685472
1839,UZB,2021-01-01,7.790849673202613
1840,VCT,2012-01-01,6.518105849582172
1841,VCT,2013-01-01,6.640419947506562
1842,VCT,2014-01-01,6.609724047306177
1843,VCT,2015-01-01,6.596583442838371
1844,VCT,2016-01-01,6.602067183462534
1845,VCT,2017-01-01,6.501305483028721
1846,VCT,2018-01-01,6.482939632545931
1847,VCT,2019-01-01,7.56373937677054
1848,VCT,2020-01-01,7.71509167842031
1849,VCT,2021-01-01,6.601307189542483
1850,VEN,2012-01-01,7.534818941504177
1851,VEN,2013-01-01,7.401574803149607
1852,VEN,2014-01-01,7.45072273324573
1853,VEN,2015-01-01,7.424441524310119
1854,VEN,2016-01-01,7.428940568475454
1855,VEN,2017-01-01,8.093994778067886
1856,VEN,2018-01-01,8.044619422572179
1857,VEN,2019-01-01,7.9603399433427775
1858,VEN,2020-01-01,7.940761636107195
1859,VEN,2021-01-01,7.895424836601306
1860,VNM,2012-01-01,8.286908077994429
1861,VNM,2013-01-01,8.293963254593177
1862,VNM,2014-01-01,8.252299605781866
1863,VNM,2015-01-01,8.107752956636006
1864,VNM,2016-01-01,7.9844961240310095
1865,VNM,2017-01-01,7.950391644908617
1866,VNM,2018-01-01,8.123359580052494
1867,VNM,2019-01-01,7.56373937677054
1868,VNM,2020-01-01,7.57404795486601
1869,VNM,2021-01-01,7.882352941176469
1870,VUT,2012-01-01,6.0445682451253475
1871,VUT,2013-01-01,5.853018372703412
1872,VUT,2014-01-01,6.320630749014455
1873,VUT,2015-01-01,5.834428383705651
1874,VUT,2016-01-01,6.033591731266151
1875,VUT,2017-01-01,6.148825065274153
1876,VUT,2018-01-01,5.8267716535433065
1877,VUT,2019-01-01,5.184135977337112
1878,VUT,2020-01-01,5.190409026798307
1879,VUT,2021-01-01,5.647058823529411
1880,WSM,2012-01-01,7.033426183844011
1881,WSM,2013-01-01,7.0209973753280845
1882,WSM,2014-01-01,7.030223390275953
1883,WSM,2015-01-01,7.030223390275953
1884,WSM,2016-01-01,7.015503875968994
1885,WSM,2017-01-01,6.932114882506529
1886,WSM,2018-01-01,7.178477690288713
1887,WSM,2019-01-01,7.46458923512748
1888,WSM,2020-01-01,7.57404795486601
1889,WSM,2021-01-01,7.307189542483659
1890,YEM,2012-01-01,3.1337047353760443
1891,YEM,2013-01-01,3.5826771653543306
1892,YEM,2014-01-01,3.2851511169513805
1893,YEM,2015-01-01,3.1406044678055203
1894,YEM,2016-01-01,3.152454780361758
1895,YEM,2017-01-01,3.446475195822454
1896,YEM,2018-01-01,2.9790026246719163
1897,YEM,2019-01-01,3.6260623229461766
1898,YEM,2020-01-01,3.723554301833568
1899,YEM,2021-01-01,3.4771241830065356
1900,ZAF,2012-01-01,4.3036211699164335
1901,ZAF,2013-01-01,4.448818897637795
1902,ZAF,2014-01-01,4.441524310118266
1903,ZAF,2015-01-01,4.362680683311432
1904,ZAF,2016-01-01,4.1472868217054275
1905,ZAF,2017-01-01,4.1644908616188
1906,ZAF,2018-01-01,4.1732283464566935
1907,ZAF,2019-01-01,5.76487252124646
1908,ZAF,2020-01-01,6.008462623413258
1909,ZAF,2021-01-01,4.065359477124183
1910,ZMB,2012-01-01,3.272980501392757
1911,ZMB,2013-01-01,3.3989501312335966
1912,ZMB,2014-01-01,3.7450722733245727
1913,ZMB,2015-01-01,3.416557161629436
1914,ZMB,2016-01-01,3.449612403100776
1915,ZMB,2017-01-01,3.446475195822454
1916,ZMB,2018-01-01,3.517060367454069
1917,ZMB,2019-01-01,3.6685552407932027
1918,ZMB,2020-01-01,3.582510578279267
1919,ZMB,2021-01-01,3.320261437908496
1920,ZWE,2012-01-01,4.6935933147632305
1921,ZWE,2013-01-01,5.1574803149606305
1922,ZWE,2014-01-01,5.1248357424441515
1923,ZWE,2015-01-01,5.16425755584757
1924,ZWE,2016-01-01,4.948320413436694
1925,ZWE,2017-01-01,4.725848563968668
1926,ZWE,2018-01-01,4.566929133858268
1927,ZWE,2019-01-01,4.26345609065156
1928,ZWE,2020-01-01,4.414668547249647
1929,ZWE,2021-01-01,4.718954248366012
