"iso3","year","africa","americas","east_asia_and_the_pacific","europe","middle_east","other_not_classified","south_asia","total","of_which,_nationals_residing_abroad"
JOR,2014-01-01 00:00:00.000,58.0,196.0,170.0,533.0,1755.0,1203.0,75.0,3990.0,1203.0
JOR,2015-01-01 00:00:00.000,52.0,192.0,137.0,427.0,1607.0,1276.0,71.0,3761.0,1276.0
JOR,2016-01-01 00:00:00.000,47.0,135.0,101.0,348.0,1540.0,1355.0,42.0,3567.0,1355.0
JOR,2017-01-01 00:00:00.000,53.0,152.0,132.0,396.0,1620.0,1439.0,51.0,3844.0,1439.0
JOR,2018-01-01 00:00:00.000,58.0,182.0,137.0,511.0,1760.0,1422.0,80.0,4150.0,1422.0
JOR,2019-01-01 00:00:00.000,63.0,216.0,158.0,678.0,1814.0,1484.0,75.0,4488.0,1484.0
JOR,2020-01-01 00:00:00.000,20.0,41.0,36.0,142.0,425.0,386.0,18.0,1067.0,386.0
JOR,2021-01-01 00:00:00.000,30.0,62.0,15.0,169.0,843.0,853.0,40.0,2012.0,853.0
KAZ,2012-01-01 00:00:00.000,12.0,34.0,200.0,5874.0,5.0,13.0,25.0,6163.0,
KAZ,2013-01-01 00:00:00.000,2.0,30.0,249.0,6523.0,4.0,11.0,22.0,6841.0,
KAZ,2014-01-01 00:00:00.000,2.0,33.0,278.0,5980.0,5.0,11.0,24.0,6333.0,
KAZ,2015-01-01 00:00:00.000,3.0,37.0,171.0,6178.0,6.0,11.0,26.0,6430.0,
KAZ,2016-01-01 00:00:00.000,2.0,33.0,179.0,6248.0,6.0,10.0,31.0,6509.0,
KAZ,2017-01-01 00:00:00.000,3.0,41.0,177.0,7419.0,9.0,10.0,43.0,7701.0,
KAZ,2018-01-01 00:00:00.000,2.0,43.0,144.0,8528.0,10.0,12.0,49.0,8789.0,
KAZ,2019-01-01 00:00:00.000,3.0,47.0,184.0,8205.0,14.0,14.0,49.0,8515.0,
KAZ,2020-01-01 00:00:00.000,1.0,8.0,31.0,1979.0,2.0,3.0,11.0,2035.0,
KAZ,2021-01-01 00:00:00.000,2.0,9.0,22.0,1273.0,6.0,2.0,17.0,1330.0,
KEN,2012-01-01 00:00:00.000,310.0,190.0,206.0,865.0,9.0,140.0,136.0,1711.0,
KEN,2013-01-01 00:00:00.000,286.0,166.0,125.0,826.0,9.0,117.0,136.0,1520.0,
KEN,2014-01-01 00:00:00.000,301.0,148.0,108.0,690.0,9.0,103.0,136.0,1350.0,
KEN,2015-01-01 00:00:00.000,274.0,128.0,94.0,603.0,9.0,83.0,136.0,1181.0,
KEN,2016-01-01 00:00:00.000,300.0,148.0,110.0,686.0,9.0,95.0,136.0,1340.0,
KEN,2017-01-01 00:00:00.000,295.0,168.0,117.0,749.0,9.0,120.0,136.0,1449.0,
KEN,2018-01-01 00:00:00.000,694.0,267.0,109.0,533.0,9.0,276.0,136.0,2025.0,
KEN,2019-01-01 00:00:00.000,706.0,287.0,112.0,519.0,10.0,282.0,133.0,2049.0,
KEN,2020-01-01 00:00:00.000,216.0,77.0,21.0,145.0,4.0,71.0,34.0,568.0,
KEN,2021-01-01 00:00:00.000,320.0,156.0,42.0,171.0,6.0,107.0,70.0,871.0,
KIR,2012-01-01 00:00:00.000,,,,,,,,,
KIR,2013-01-01 00:00:00.000,,,,,,,,,
KIR,2014-01-01 00:00:00.000,,,,,,,,,
KIR,2015-01-01 00:00:00.000,,,,,,,,,
KIR,2016-01-01 00:00:00.000,,,,,,,,,
KIR,2017-01-01 00:00:00.000,,,,,,,,,
KIR,2018-01-01 00:00:00.000,,,,,,,,,
KIR,2019-01-01 00:00:00.000,,,,,,,,,
KIR,2020-01-01 00:00:00.000,,,,,,,,,
KIR,2021-01-01 00:00:00.000,,,,,,,,,
PRK,2012-01-01 00:00:00.000,,,,,,,,,
PRK,2013-01-01 00:00:00.000,,,,,,,,,
PRK,2014-01-01 00:00:00.000,,,,,,,,,
PRK,2015-01-01 00:00:00.000,,,,,,,,,
PRK,2016-01-01 00:00:00.000,,,,,,,,,
PRK,2017-01-01 00:00:00.000,,,,,,,,,
PRK,2018-01-01 00:00:00.000,,,,,,,,,
PRK,2019-01-01 00:00:00.000,,,,,,,,,
PRK,2020-01-01 00:00:00.000,,,,,,,,,
PRK,2021-01-01 00:00:00.000,,,,,,,,,
KOR,2012-01-01 00:00:00.000,32.0,876.0,8913.0,807.0,35.0,330.0,147.0,11140.0,329.0
KOR,2013-01-01 00:00:00.000,34.0,916.0,9826.0,864.0,40.0,310.0,188.0,12176.0,310.0
KOR,2014-01-01 00:00:00.000,35.0,974.0,11682.0,961.0,46.0,293.0,211.0,14202.0,293.0
KOR,2015-01-01 00:00:00.000,36.0,974.0,10754.0,936.0,42.0,271.0,219.0,13232.0,270.0
KOR,2016-01-01 00:00:00.000,48.0,1116.0,14389.0,1093.0,45.0,277.0,274.0,17242.0,277.0
KOR,2017-01-01 00:00:00.000,40.0,1117.0,10552.0,1107.0,46.0,270.0,203.0,13336.0,269.0
KOR,2018-01-01 00:00:00.000,43.0,1243.0,12362.0,1196.0,49.0,252.0,202.0,15347.0,251.0
KOR,2019-01-01 00:00:00.000,50.0,1346.0,14335.0,1299.0,56.0,193.0,226.0,17503.0,193.0
KOR,2020-01-01 00:00:00.000,12.0,272.0,1895.0,251.0,8.0,27.0,54.0,2519.0,26.0
KOR,2021-01-01 00:00:00.000,10.0,242.0,471.0,178.0,8.0,13.0,45.0,967.0,13.0
KWT,2012-01-01 00:00:00.000,114.0,185.0,231.0,185.0,3609.0,50.0,1355.0,5729.0,
KWT,2013-01-01 00:00:00.000,132.0,175.0,232.0,201.0,3951.0,52.0,1475.0,6217.0,
KWT,2014-01-01 00:00:00.000,103.0,162.0,260.0,212.0,4161.0,44.0,1585.0,6528.0,
KWT,2015-01-01 00:00:00.000,104.0,167.0,295.0,223.0,4463.0,38.0,1651.0,6941.0,
KWT,2016-01-01 00:00:00.000,97.0,167.0,326.0,226.0,4469.0,31.0,1738.0,7055.0,
KWT,2017-01-01 00:00:00.000,104.0,181.0,336.0,264.0,4666.0,32.0,1824.0,7407.0,
KWT,2018-01-01 00:00:00.000,121.0,190.0,324.0,282.0,5630.0,36.0,1925.0,8508.0,
KWT,2019-01-01 00:00:00.000,108.0,188.0,356.0,279.0,5711.0,47.0,1876.0,8565.0,
KWT,2020-01-01 00:00:00.000,33.0,54.0,69.0,68.0,1436.0,11.0,491.0,2161.0,
KWT,2021-01-01 00:00:00.000,31.0,54.0,69.0,42.0,960.0,9.0,442.0,1606.0,
KGZ,2012-01-01 00:00:00.000,,20.0,52.0,3303.0,1.0,12.0,7.0,3393.0,
KGZ,2013-01-01 00:00:00.000,,23.0,39.0,4040.0,1.0,24.0,7.0,4134.0,
KGZ,2014-01-01 00:00:00.000,,17.0,46.0,3700.0,1.0,20.0,8.0,3791.0,
KGZ,2015-01-01 00:00:00.000,,10.0,50.0,3903.0,1.0,25.0,11.0,4001.0,
KGZ,2016-01-01 00:00:00.000,,13.0,54.0,3741.0,3.0,29.0,14.0,3853.0,
KGZ,2017-01-01 00:00:00.000,,17.0,56.0,4444.0,5.0,19.0,27.0,4567.0,
KGZ,2018-01-01 00:00:00.000,,19.0,54.0,6806.0,10.0,26.0,32.0,6947.0,
KGZ,2019-01-01 00:00:00.000,,21.0,60.0,8361.0,7.0,27.0,33.0,8508.0,
KGZ,2020-01-01 00:00:00.000,,3.0,6.0,2052.0,0.0,8.0,10.0,2079.0,
KGZ,2021-01-01 00:00:00.000,,8.0,9.0,3089.0,3.0,14.0,46.0,3169.0,
LAO,2012-01-01 00:00:00.000,,76.0,3058.0,189.0,,4.0,3.0,3330.0,
LAO,2013-01-01 00:00:00.000,,86.0,3469.0,216.0,,5.0,4.0,3779.0,
LAO,2014-01-01 00:00:00.000,,86.0,3850.0,213.0,,5.0,5.0,4159.0,
LAO,2015-01-01 00:00:00.000,,89.0,4362.0,222.0,,6.0,6.0,4684.0,
LAO,2016-01-01 00:00:00.000,,86.0,3911.0,226.0,,8.0,8.0,4239.0,
LAO,2017-01-01 00:00:00.000,,64.0,3628.0,163.0,,9.0,4.0,3869.0,
LAO,2018-01-01 00:00:00.000,,69.0,3937.0,169.0,,6.0,5.0,4186.0,
LAO,2019-01-01 00:00:00.000,,83.0,4508.0,187.0,,6.0,8.0,4791.0,
LAO,2020-01-01 00:00:00.000,,30.0,780.0,72.0,,2.0,2.0,886.0,
LAO,2021-01-01 00:00:00.000,,30.0,780.0,72.0,,2.0,2.0,886.0,
LVA,2012-01-01 00:00:00.000,,41.0,,5349.0,,179.0,,5569.0,
LVA,2013-01-01 00:00:00.000,,32.0,,5622.0,,169.0,,5822.0,
LVA,2014-01-01 00:00:00.000,,30.0,,6057.0,,159.0,,6246.0,
LVA,2015-01-01 00:00:00.000,,28.0,,6603.0,,211.0,,6842.0,
LVA,2016-01-01 00:00:00.000,,53.0,,6577.0,,211.0,,6797.0,
LVA,2017-01-01 00:00:00.000,,108.0,,7411.0,,211.0,,7726.0,
LVA,2018-01-01 00:00:00.000,,58.0,,7514.0,,211.0,,7775.0,
LVA,2019-01-01 00:00:00.000,,82.0,,7981.0,,211.0,,8342.0,
LVA,2020-01-01 00:00:00.000,,4.0,,3162.0,,211.0,,3204.0,
LVA,2021-01-01 00:00:00.000,,6.0,,1876.0,,211.0,,1937.0,
LBN,2012-01-01 00:00:00.000,82.0,221.0,102.0,446.0,437.0,2.0,76.0,1366.0,
LBN,2013-01-01 00:00:00.000,85.0,210.0,98.0,435.0,381.0,1.0,63.0,1274.0,
LBN,2014-01-01 00:00:00.000,76.0,225.0,100.0,449.0,441.0,1.0,63.0,1355.0,
LBN,2015-01-01 00:00:00.000,108.0,264.0,109.0,507.0,458.0,1.0,71.0,1518.0,
LBN,2016-01-01 00:00:00.000,128.0,297.0,126.0,567.0,498.0,1.0,72.0,1688.0,
LBN,2017-01-01 00:00:00.000,138.0,328.0,138.0,642.0,533.0,1.0,78.0,1857.0,
LBN,2018-01-01 00:00:00.000,139.0,358.0,147.0,709.0,532.0,1.0,78.0,1964.0,
LBN,2019-01-01 00:00:00.000,93.0,364.0,138.0,724.0,546.0,1.0,72.0,1936.0,
LBN,2020-01-01 00:00:00.000,20.0,73.0,22.0,179.0,107.0,1.0,14.0,414.0,
LBN,2021-01-01 00:00:00.000,43.0,184.0,28.0,389.0,229.0,1.0,17.0,890.0,
LSO,2012-01-01 00:00:00.000,404.0,3.0,3.0,13.0,,1.0,5.0,423.0,
LSO,2013-01-01 00:00:00.000,408.0,3.0,4.0,17.0,,1.0,5.0,433.0,
LSO,2014-01-01 00:00:00.000,1018.0,11.0,21.0,24.0,,1.0,5.0,1079.0,
LSO,2015-01-01 00:00:00.000,1019.0,11.0,20.0,28.0,,1.0,4.0,1082.0,
LSO,2016-01-01 00:00:00.000,1132.0,12.0,17.0,31.0,,1.0,4.0,1196.0,
LSO,2017-01-01 00:00:00.000,1061.0,10.0,24.0,35.0,,1.0,5.0,1137.0,
LSO,2018-01-01 00:00:00.000,1104.0,11.0,16.0,35.0,,3.0,4.0,1173.0,
LSO,2019-01-01 00:00:00.000,1064.0,11.0,24.0,36.0,,2.0,5.0,1142.0,
LSO,2020-01-01 00:00:00.000,663.0,6.5,16.0,20.0,,1.5,3.5,710.5,
LSO,2021-01-01 00:00:00.000,262.0,2.0,8.0,4.0,,1.0,2.0,279.0,
LBR,2012-01-01 00:00:00.000,,,,,,,,,
LBR,2013-01-01 00:00:00.000,,,,,,,,,
LBR,2014-01-01 00:00:00.000,,,,,,,,,
LBR,2015-01-01 00:00:00.000,,,,,,,,,
LBR,2016-01-01 00:00:00.000,,,,,,,,,
LBR,2017-01-01 00:00:00.000,,,,,,,,,
LBR,2018-01-01 00:00:00.000,,,,,,,,,
LBR,2019-01-01 00:00:00.000,,,,,,,,,
LBR,2020-01-01 00:00:00.000,,,,,,,,,
LBR,2021-01-01 00:00:00.000,,,,,,,,,
LBY,2012-01-01 00:00:00.000,,,,,,,,,
LBY,2013-01-01 00:00:00.000,,,,,,,,,
LBY,2014-01-01 00:00:00.000,,,,,,,,,
LBY,2015-01-01 00:00:00.000,,,,,,,,,
LBY,2016-01-01 00:00:00.000,,,,,,,,,
LBY,2017-01-01 00:00:00.000,,,,,,,,,
LBY,2018-01-01 00:00:00.000,,,,,,,,,
LBY,2019-01-01 00:00:00.000,,,,,,,,,
LBY,2020-01-01 00:00:00.000,,,,,,,,,
LBY,2021-01-01 00:00:00.000,,,,,,,,,
LIE,2012-01-01 00:00:00.000,,,,,,,,,
LIE,2013-01-01 00:00:00.000,,,,,,,,,
LIE,2014-01-01 00:00:00.000,,,,,,,,,
LIE,2015-01-01 00:00:00.000,,,,,,,,,
LIE,2016-01-01 00:00:00.000,,,,,,,,,
LIE,2017-01-01 00:00:00.000,,,,,,,,,
LIE,2018-01-01 00:00:00.000,,,,,,,,,
LIE,2019-01-01 00:00:00.000,,,,,,,,,
LIE,2020-01-01 00:00:00.000,,,,,,,,,
LIE,2021-01-01 00:00:00.000,,,,,,,,,
LTU,2012-01-01 00:00:00.000,5.0,41.0,60.0,1775.0,,18.0,,1900.0,
LTU,2013-01-01 00:00:00.000,6.0,40.0,61.0,1865.0,,41.0,,2012.0,
LTU,2014-01-01 00:00:00.000,6.0,48.0,82.0,1895.0,,32.0,,2063.0,
LTU,2015-01-01 00:00:00.000,7.0,49.0,96.0,1880.0,,40.0,,2071.0,
LTU,2016-01-01 00:00:00.000,7.0,54.0,107.0,2081.0,,48.0,,2296.0,
LTU,2017-01-01 00:00:00.000,9.0,65.0,113.0,2282.0,,54.0,,2523.0,
LTU,2018-01-01 00:00:00.000,9.0,48.66666666666667,76.0,2510.0,,315.0,,2825.0,
LTU,2019-01-01 00:00:00.000,9.0,32.333333333333336,39.0,2537.0,,338.0,,2875.0,
LTU,2020-01-01 00:00:00.000,9.0,16.0,2.0,840.0,,79.0,,937.0,
LTU,2021-01-01 00:00:00.000,9.0,25.0,1.0,857.0,,65.0,,948.0,
LUX,2012-01-01 00:00:00.000,14.0,39.0,75.0,822.0,,,,950.0,
LUX,2013-01-01 00:00:00.000,5.0,39.0,60.0,840.0,,,,945.0,
LUX,2014-01-01 00:00:00.000,7.0,45.0,71.0,915.0,,,,1038.0,
LUX,2015-01-01 00:00:00.000,6.0,52.0,79.0,953.0,,,,1090.0,
LUX,2016-01-01 00:00:00.000,5.0,49.0,70.0,930.0,,,,1054.0,
LUX,2017-01-01 00:00:00.000,5.0,48.0,66.0,928.0,,,,1046.0,
LUX,2018-01-01 00:00:00.000,4.0,46.0,64.0,904.0,,,,1018.0,
LUX,2019-01-01 00:00:00.000,4.0,47.0,63.0,927.0,,,,1041.0,
LUX,2020-01-01 00:00:00.000,3.0,14.0,19.0,489.0,,,,525.0,
LUX,2021-01-01 00:00:00.000,5.0,33.0,48.0,671.0,,,,756.0,
MDG,2012-01-01 00:00:00.000,45.0,10.0,23.0,177.0,,1.0,4.0,256.0,19.0
MDG,2013-01-01 00:00:00.000,35.0,6.0,12.0,142.0,,1.0,4.0,196.0,19.0
MDG,2014-01-01 00:00:00.000,37.0,9.0,13.0,162.0,,2.0,4.0,222.0,19.0
MDG,2015-01-01 00:00:00.000,12.0,6.0,7.0,100.0,,116.0,4.0,244.0,19.0
MDG,2016-01-01 00:00:00.000,22.0,14.0,14.0,111.0,,126.0,7.0,293.0,19.0
MDG,2017-01-01 00:00:00.000,12.0,4.0,6.0,75.0,,156.0,3.0,255.0,19.0
MDG,2018-01-01 00:00:00.000,21.0,11.0,12.0,142.0,,100.0,5.0,291.0,19.0
MDG,2019-01-01 00:00:00.000,29.0,11.0,17.0,255.0,,65.0,6.0,384.0,23.0
MDG,2020-01-01 00:00:00.000,8.0,5.0,6.0,37.0,,9.0,4.0,68.0,6.0
MDG,2021-01-01 00:00:00.000,8.0,5.0,6.0,37.0,,9.0,4.0,68.0,6.0
MWI,2012-01-01 00:00:00.000,631.0,28.0,7.0,92.0,2.0,5.0,4.0,770.0,
MWI,2013-01-01 00:00:00.000,642.0,50.0,19.0,72.0,1.5,13.0,7.0,795.0,
MWI,2014-01-01 00:00:00.000,637.0,48.0,8.0,107.0,1.0,8.0,10.0,819.0,
MWI,2015-01-01 00:00:00.000,636.0,48.0,9.0,97.0,1.0,8.0,6.0,805.0,
MWI,2016-01-01 00:00:00.000,645.0,57.0,12.0,116.0,1.0,9.0,9.0,849.0,
MWI,2017-01-01 00:00:00.000,698.0,46.0,15.0,50.0,1.0,17.0,10.0,837.0,
MWI,2018-01-01 00:00:00.000,726.0,47.0,16.0,52.0,1.0,17.0,11.0,871.0,
MWI,2019-01-01 00:00:00.000,896.0,16.0,6.0,42.0,1.0,12.0,6.0,978.0,
MWI,2020-01-01 00:00:00.000,185.0,4.0,2.0,6.0,1.0,12.0,2.0,199.0,
MWI,2021-01-01 00:00:00.000,393.0,10.0,6.0,16.0,1.0,12.0,6.0,432.0,
MYS,2012-01-01 00:00:00.000,99.0,362.0,21946.0,1161.0,266.0,14.0,1185.0,25033.0,
MYS,2013-01-01 00:00:00.000,101.0,377.0,22568.0,1227.0,274.0,12.0,1156.0,25715.0,
MYS,2014-01-01 00:00:00.000,108.0,400.0,23846.0,1372.0,313.0,15.0,1383.0,27437.0,
MYS,2015-01-01 00:00:00.000,96.0,360.0,22567.0,1242.0,279.0,14.0,1163.0,25721.0,
MYS,2016-01-01 00:00:00.000,80.0,322.0,23993.0,1130.0,271.0,4.0,959.0,26757.0,
MYS,2017-01-01 00:00:00.000,75.0,309.0,23384.0,1110.0,219.0,1.0,850.0,25948.0,
MYS,2018-01-01 00:00:00.000,119.0,390.0,22867.0,1210.0,281.0,3.0,964.0,25832.0,
MYS,2019-01-01 00:00:00.000,127.0,407.0,22906.0,1218.0,298.0,3.0,1142.0,26101.0,
MYS,2020-01-01 00:00:00.000,21.0,77.0,3693.0,272.0,54.0,1.0,217.0,4333.0,
MYS,2021-01-01 00:00:00.000,2.0,3.0,108.0,9.0,4.0,1.0,9.0,135.0,
MDV,2012-01-01 00:00:00.000,7.0,27.0,339.0,518.0,22.0,,45.0,958.0,
MDV,2013-01-01 00:00:00.000,8.0,33.0,468.0,527.0,32.0,,57.0,1125.0,
MDV,2014-01-01 00:00:00.000,8.0,41.0,522.0,529.0,37.0,,67.0,1205.0,
MDV,2015-01-01 00:00:00.000,9.0,47.0,522.0,536.0,42.0,,78.0,1234.0,
MDV,2016-01-01 00:00:00.000,11.0,51.0,497.0,575.0,51.0,,101.0,1286.0,
MDV,2017-01-01 00:00:00.000,15.0,62.0,505.0,646.0,49.0,,112.0,1390.0,
MDV,2018-01-01 00:00:00.000,15.0,69.0,506.0,726.0,52.0,,115.0,1484.0,
MDV,2019-01-01 00:00:00.000,19.0,85.0,512.0,834.0,60.0,,193.0,1703.0,
MDV,2020-01-01 00:00:00.000,7.0,32.0,72.0,348.0,26.0,,70.0,555.0,
MDV,2021-01-01 00:00:00.000,28.0,89.0,25.0,772.0,91.0,,317.0,1322.0,
MLI,2012-01-01 00:00:00.000,41.0,6.0,5.0,45.0,2.0,0.0,2.0,101.0,67.0
MLI,2013-01-01 00:00:00.000,53.0,6.0,4.0,55.0,1.0,0.0,2.0,121.0,67.0
MLI,2014-01-01 00:00:00.000,62.0,8.0,5.0,71.0,2.0,0.0,3.0,152.0,67.0
MLI,2015-01-01 00:00:00.000,74.0,9.0,5.0,67.0,3.0,0.0,2.0,159.0,67.0
MLI,2016-01-01 00:00:00.000,95.0,7.0,6.0,61.0,2.0,0.0,3.0,173.0,67.0
MLI,2017-01-01 00:00:00.000,88.0,9.0,5.0,84.0,4.0,0.0,3.0,193.0,67.0
MLI,2018-01-01 00:00:00.000,99.0,11.0,6.0,81.0,4.0,0.0,3.0,203.0,67.0
MLI,2019-01-01 00:00:00.000,99.0,10.0,6.0,95.0,4.0,0.0,3.0,217.0,67.0
MLI,2020-01-01 00:00:00.000,30.0,2.0,1.0,41.0,1.0,0.0,1.0,75.0,67.0
MLI,2021-01-01 00:00:00.000,47.0,8.0,5.0,37.0,2.0,68.0,3.0,168.0,67.0
MLT,2012-01-01 00:00:00.000,,18.0,,1325.0,17.0,83.0,,1443.0,
MLT,2013-01-01 00:00:00.000,,20.0,,1432.0,35.0,96.0,,1582.0,
MLT,2014-01-01 00:00:00.000,,22.0,,1527.0,31.0,110.0,,1690.0,
MLT,2015-01-01 00:00:00.000,,26.0,,1623.0,7.0,128.0,,1783.0,
MLT,2016-01-01 00:00:00.000,,27.0,,1780.0,3.0,157.0,,1966.0,
MLT,2017-01-01 00:00:00.000,,36.0,,2054.0,3.0,181.0,,2274.0,
MLT,2018-01-01 00:00:00.000,,47.0,,2315.0,3.0,234.0,,2599.0,
MLT,2019-01-01 00:00:00.000,,51.0,,2421.0,3.0,279.0,,2753.0,
MLT,2020-01-01 00:00:00.000,,9.0,,604.0,1.0,46.0,,659.0,
MLT,2021-01-01 00:00:00.000,,13.0,,927.0,1.0,28.0,,968.0,
MHL,2012-01-01 00:00:00.000,,,,,,,,,
MHL,2013-01-01 00:00:00.000,,,,,,,,,
MHL,2014-01-01 00:00:00.000,,,,,,,,,
MHL,2015-01-01 00:00:00.000,,,,,,,,,
MHL,2016-01-01 00:00:00.000,,,,,,,,,
MHL,2017-01-01 00:00:00.000,,,,,,,,,
MHL,2018-01-01 00:00:00.000,,,,,,,,,
MHL,2019-01-01 00:00:00.000,,,,,,,,,
MHL,2020-01-01 00:00:00.000,,,,,,,,,
MHL,2021-01-01 00:00:00.000,,,,,,,,,
MRT,2012-01-01 00:00:00.000,,,,,,,,,
MRT,2013-01-01 00:00:00.000,,,,,,,,,
MRT,2014-01-01 00:00:00.000,,,,,,,,,
MRT,2015-01-01 00:00:00.000,,,,,,,,,
MRT,2016-01-01 00:00:00.000,,,,,,,,,
MRT,2017-01-01 00:00:00.000,,,,,,,,,
MRT,2018-01-01 00:00:00.000,,,,,,,,,
MRT,2019-01-01 00:00:00.000,,,,,,,,,
MRT,2020-01-01 00:00:00.000,,,,,,,,,
MRT,2021-01-01 00:00:00.000,,,,,,,,,
MUS,2012-01-01 00:00:00.000,270.0,16.0,55.0,556.0,9.0,,59.0,965.0,
MUS,2013-01-01 00:00:00.000,277.0,15.0,79.0,548.0,13.0,,60.0,993.0,
MUS,2014-01-01 00:00:00.000,274.0,16.0,99.0,571.0,13.0,,65.0,1038.0,
MUS,2015-01-01 00:00:00.000,284.0,18.0,126.0,632.0,14.0,,76.0,1151.0,
MUS,2016-01-01 00:00:00.000,291.0,20.0,125.0,736.0,15.0,,88.0,1275.0,
MUS,2017-01-01 00:00:00.000,301.0,25.0,123.0,782.0,20.0,,91.0,1342.0,
MUS,2018-01-01 00:00:00.000,312.0,26.0,113.0,826.0,32.0,,90.0,1399.0,
MUS,2019-01-01 00:00:00.000,310.0,25.0,89.0,839.0,40.0,,80.0,1383.0,
MUS,2020-01-01 00:00:00.000,59.0,6.0,13.0,209.0,7.0,,14.0,309.0,
MUS,2021-01-01 00:00:00.000,17.0,3.0,4.0,146.0,6.0,,3.0,180.0,
MEX,2012-01-01 00:00:00.000,12.0,21136.0,194.0,1462.0,12.0,574.0,14.0,23403.0,
MEX,2013-01-01 00:00:00.000,13.0,21756.0,235.0,1551.0,12.0,570.0,15.0,24151.0,
MEX,2014-01-01 00:00:00.000,18.0,26768.0,274.0,1648.0,14.0,607.0,17.0,29346.0,
MEX,2015-01-01 00:00:00.000,24.0,29437.0,322.0,1697.0,28.0,565.0,20.0,32093.0,
MEX,2016-01-01 00:00:00.000,26.0,31490.0,370.0,1833.0,46.0,1291.0,24.0,35079.0,
MEX,2017-01-01 00:00:00.000,28.0,35340.0,412.0,1962.0,50.0,1474.0,26.0,39291.0,
MEX,2018-01-01 00:00:00.000,33.0,38248.0,437.0,2057.0,61.0,445.0,32.0,41313.0,
MEX,2019-01-01 00:00:00.000,34.0,41939.0,437.0,2105.0,54.0,423.0,33.0,45024.0,
MEX,2020-01-01 00:00:00.000,8.0,23388.0,103.0,568.0,24.0,186.0,7.0,24284.0,
MEX,2021-01-01 00:00:00.000,13.0,30466.0,55.0,978.0,81.0,225.0,43.0,31860.0,
FSM,2012-01-01 00:00:00.000,,,,,,,,,
FSM,2013-01-01 00:00:00.000,,,,,,,,,
FSM,2014-01-01 00:00:00.000,,,,,,,,,
FSM,2015-01-01 00:00:00.000,,,,,,,,,
FSM,2016-01-01 00:00:00.000,,,,,,,,,
FSM,2017-01-01 00:00:00.000,,,,,,,,,
FSM,2018-01-01 00:00:00.000,,,,,,,,,
FSM,2019-01-01 00:00:00.000,,,,,,,,,
FSM,2020-01-01 00:00:00.000,,,,,,,,,
FSM,2021-01-01 00:00:00.000,,,,,,,,,
MDA,2012-01-01 00:00:00.000,,,,,,,,,
MDA,2013-01-01 00:00:00.000,,,,,,,,,
MDA,2014-01-01 00:00:00.000,,,,,,,,,
MDA,2015-01-01 00:00:00.000,,,,,,,,,
MDA,2016-01-01 00:00:00.000,,,,,,,,,
MDA,2017-01-01 00:00:00.000,,,,,,,,,
MDA,2018-01-01 00:00:00.000,,,,,,,,,
MDA,2019-01-01 00:00:00.000,,,,,,,,,
MDA,2020-01-01 00:00:00.000,,,,,,,,,
MDA,2021-01-01 00:00:00.000,,,,,,,,,
MCO,2012-01-01 00:00:00.000,4.0,38.0,16.0,222.0,5.0,7.0,,292.0,
MCO,2013-01-01 00:00:00.000,4.0,46.0,17.0,226.0,9.0,26.0,,328.0,
MCO,2014-01-01 00:00:00.000,4.0,46.0,16.0,230.0,7.0,26.0,,329.0,
MCO,2015-01-01 00:00:00.000,3.0,40.0,16.0,237.0,6.0,29.0,,331.0,
MCO,2016-01-01 00:00:00.000,4.0,38.0,13.0,243.0,6.0,32.0,,336.0,
MCO,2017-01-01 00:00:00.000,4.0,38.0,13.0,264.0,7.0,30.0,,355.0,
MCO,2018-01-01 00:00:00.000,4.0,41.0,12.0,253.0,6.0,32.0,,347.0,
MCO,2019-01-01 00:00:00.000,4.0,46.0,14.0,263.0,8.0,28.0,,363.0,
MCO,2020-01-01 00:00:00.000,1.0,4.0,2.0,143.0,1.0,7.0,,159.0,
MCO,2021-01-01 00:00:00.000,2.0,13.0,1.0,182.0,4.0,16.0,,218.0,
MNG,2012-01-01 00:00:00.000,,20.0,310.0,143.0,,,,476.0,
MNG,2013-01-01 00:00:00.000,,19.0,259.0,136.0,,,,418.0,
MNG,2014-01-01 00:00:00.000,,18.0,238.0,134.0,,,,393.0,
MNG,2015-01-01 00:00:00.000,,19.0,229.0,135.0,,,,386.0,
MNG,2016-01-01 00:00:00.000,,21.0,229.0,151.0,,,,404.0,
MNG,2017-01-01 00:00:00.000,,22.0,265.0,177.0,,,,469.0,
MNG,2018-01-01 00:00:00.000,,24.0,296.0,204.0,,,,529.0,
MNG,2019-01-01 00:00:00.000,,25.0,324.0,221.0,,,,577.0,
MNG,2020-01-01 00:00:00.000,,1.0,21.0,36.0,,,,59.0,
MNG,2021-01-01 00:00:00.000,,2.0,9.0,21.0,,,,33.0,
MNE,2012-01-01 00:00:00.000,1.0,13.0,6.0,1227.0,1.0,18.0,1.0,1264.0,
MNE,2013-01-01 00:00:00.000,1.0,13.0,7.0,1282.0,1.0,22.0,1.0,1324.0,
MNE,2014-01-01 00:00:00.000,1.0,20.0,25.0,1302.0,1.0,1.0,1.0,1350.0,
MNE,2015-01-01 00:00:00.000,2.0,26.0,26.0,1496.0,1.0,8.0,1.0,1560.0,
MNE,2016-01-01 00:00:00.000,2.0,30.0,35.0,1592.0,1.0,2.0,1.0,1662.0,
MNE,2017-01-01 00:00:00.000,3.0,38.0,60.0,1774.0,1.0,2.0,1.0,1877.0,
